22:20:10.497 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
22:20:14.235 |V| MonoMsBuildToolProvider       | .NET ThreadPool Worker:19 | Skip build tool discover Mono runtime not found.
22:20:14.235 |V| BuildToolContainer            | .NET ThreadPool Worker:19 | Discover found 1 build tools
22:20:14.236 |V| BuildToolContainer            | .NET ThreadPool Worker:19 | Discovered build tool:
Type: JetBrains.ProjectModel.MSBuild.BuildTools.DotNetCoreMsBuild
Version: 17.0
Directory: /var/run/host/usr/share/dotnet/sdk/7.0.302
ExePath: /var/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll[/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll]
EnvironmentVariables:
	MSBuildExtensionsPath=/var/run/host/usr/share/dotnet/sdk/7.0.302
	DOTNET_HOST_PATH=/var/run/host/usr/share/dotnet/dotnet
	MSBuildSDKsPath=/var/run/host/usr/share/dotnet/sdk/7.0.302/Sdks

22:20:14.242 |V| BuildToolUtils                | .NET ThreadPool Worker:19 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
22:20:14.243 |V| BuildToolUtils                | .NET ThreadPool Worker:19 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
22:20:14.244 |V| DotNetCoreRuntimesDetector    | .NET ThreadPool Worker:19 | .NET Core CLI creation from installation folder: /usr/share/dotnet fail with error: ".NET CLI installation folder is not found"
22:20:14.244 |V| RiderSolutionToolset          | .NET ThreadPool Worker:19 | Build and runtime calculation finished
22:20:14.245 |V| RiderSolutionToolset          | .NET ThreadPool Worker:19 | <Measured> "RiderSolutionToolset.UpdateFromSettings"  time=33ms
22:20:14.316 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /home/olaf/.var/app/com.unity.UnityHub/cache/tmp/NuGetScratch
22:20:14.319 |V| ManifestUpdater               | :1                 | STV.Started `NuGetDotnetToolsTracker.ManifestUpdater` in separate thread
22:20:14.329 |V|                               | JetPool(S) #3:26   | GetTargetPlatform Linux IMAGE_FILE_MACHINE_AMD64 IlLibrary, StrongNameSigned PE_64BIT
22:20:14.334 |V| LevelDbMapStats               | :1                 | Sid 834200438: 'PersistentProjectModelElementProperties.ExcludedProject`'
22:20:14.388 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /home/olaf/.var/app/com.unity.UnityHub/data/JetBrains/Transient/RiderFlow/v223/SolutionCaches/_robotic_arm.-1052250729.00
22:20:14.411 |V| LevelDbMapStats               | :1                 | Sid 124325476: 'AutoDetectedValuesDb'
22:20:14.412 |V| LevelDbMapStats               | :1                 | Sid 616018317: 'CSharpAutoNamingValues'
22:20:14.689 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionInstanceContainer" time=785ms. Total: 787.7157ms
22:20:14.690 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SolutionInstanceContainer]"  value=785ms
22:20:14.691 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionInstanceContainer"  time=790ms
22:20:14.696 |V| ComponentStorage              | :1                 | ProjectsHostContainer created
22:20:14.697 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: ProjectsHostContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:14.816 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.ProjectsHostContainer" time=117ms. Total: 117.8822ms
22:20:14.816 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[ProjectsHostContainer]"  value=117ms
22:20:14.816 |V| ComponentStorage              | :1                 | <Measured> "Compose: ProjectsHostContainer"  time=118ms
22:20:16.506 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | All threads are busy. Adding new thread to the pool
22:20:16.506 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | Short Tasks: starting executor JetPool(S) #4
22:20:16.507 |V| JetScheduler                  | JetPool(S) #4:33   | Thread 'JetPool(S) #4' started execution in unit 'Short Tasks'. #allExecutors=4, #freeExecutors=2
22:20:16.543 |V| ProjectModelViewHost          | :1                 | SyncPrototype
22:20:16.548 |V| SolutionHost                  | :1                 | Load and sync 30 projects...
22:20:16.633 |V| DotnetToolsSolutionLoadOperation| :1                 | DotnetToolsSolutionLoadOperation skipped because no dotnet tools installed
22:20:16.667 |V| MsBuildSessionHolder          | :1                 | Creating MsBuild session for v. 17.0 '/var/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll' and log '/home/olaf/Documents/air/robotic_arm/robotic_arm/Library/RiderFlow/2023.1.0.21/Log/Backend/MsBuildTask/430.robotic_arm.msbuild-task.log'
22:20:16.679 |V| ServerSocket-MsBuild  Process-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
22:20:16.687 |V| Server                        | :1                 | ServerSocket-MsBuild [ProjectModel] Process : started, port: 44783
22:20:16.687 |V| Server                        | ServerSocket-MsBuild [ProjectModel] Process-Receiver:36 | ServerSocket-MsBuild [ProjectModel] Process : accepting, port: 44783
22:20:16.699 |V| MsBuildExternalProcess        | :1                 | BuildToolVersion: '17.6.1.21101' -> '17.6'
22:20:16.706 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] ProcessEnvironmentVariables for process /var/run/host/usr/share/dotnet/dotnet with arguments >>>"/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll" "/home/olaf/.var/app/com.unity.UnityHub/cache/tmp/JetBrainsPerUserTemp-1000-1/Qamufyj.proj"<<< under working directory “”
EnvironmentVariable '__EGL_EXTERNAL_PLATFORM_CONFIG_DIRS' = '/etc/egl/egl_external_platform.d:/usr/lib/x86_64-linux-gnu/GL/egl/egl_external_platform.d:/usr/share/egl/egl_external_platform.d'
EnvironmentVariable '__GL_SYNC_TO_VBLANK' = '0'
EnvironmentVariable 'ALSA_CONFIG_DIR' = '/usr/share/alsa'
EnvironmentVariable 'ALSA_CONFIG_PATH' = '/usr/share/alsa/alsa-flatpak.conf'
EnvironmentVariable 'AT_SPI_BUS_ADDRESS' = 'unix:path=/run/flatpak/at-spi-bus'
EnvironmentVariable 'CHROME_DESKTOP' = 'unityhub.desktop'
EnvironmentVariable 'container' = 'flatpak'
EnvironmentVariable 'DBUS_SESSION_BUS_ADDRESS' = 'unix:path=/run/flatpak/bus'
EnvironmentVariable 'DEBUGINFOD_URLS' = 'https://debuginfod.ubuntu.com '
EnvironmentVariable 'DESKTOP_SESSION' = 'gnome'
EnvironmentVariable 'DISPLAY' = ':0'
EnvironmentVariable 'DOTNET_CLI_TELEMETRY_OPTOUT' = '1'
EnvironmentVariable 'DOTNET_HOST_PATH' = '/var/run/host/usr/share/dotnet/dotnet'
EnvironmentVariable 'DOTNET_ROOT' = '/var/run/host/usr/share/dotnet'
EnvironmentVariable 'DOTNET_SKIP_FIRST_TIME_EXPERIENCE' = '1'
EnvironmentVariable 'FLATPAK_ID' = 'com.unity.UnityHub'
EnvironmentVariable 'FLATPAK_SANDBOX_DIR' = '/home/olaf/.var/app/com.unity.UnityHub/sandbox'
EnvironmentVariable 'FRONTEND_LOG_FILE' = '/home/olaf/Documents/air/robotic_arm/robotic_arm/Library/RiderFlow/2023.1.0.21/Log/Frontend/170.frontend.log'
EnvironmentVariable 'GDK_BACKEND' = 'x11'
EnvironmentVariable 'GDMSESSION' = 'gnome'
EnvironmentVariable 'GI_TYPELIB_PATH' = '/app/lib/girepository-1.0'
EnvironmentVariable 'GIO_LAUNCHED_DESKTOP_FILE' = '/var/lib/flatpak/exports/share/applications/com.unity.UnityHub.desktop'
EnvironmentVariable 'GIO_LAUNCHED_DESKTOP_FILE_PID' = '52267'
EnvironmentVariable 'GJS_DEBUG_OUTPUT' = 'stderr'
EnvironmentVariable 'GJS_DEBUG_TOPICS' = 'JS ERROR;JS LOG'
EnvironmentVariable 'GNOME_DESKTOP_SESSION_ID' = 'this-is-deprecated'
EnvironmentVariable 'GNOME_SETUP_DISPLAY' = ':1'
EnvironmentVariable 'GST_PLUGIN_SYSTEM_PATH' = '/app/lib/gstreamer-1.0:/usr/lib/extensions/gstreamer-1.0:/usr/lib/x86_64-linux-gnu/gstreamer-1.0'
EnvironmentVariable 'GTK_MODULES' = 'gail:atk-bridge'
EnvironmentVariable 'HOME' = '/home/olaf'
EnvironmentVariable 'IM_CONFIG_PHASE' = '1'
EnvironmentVariable 'INVOCATION_ID' = 'a3ae3a955c6346b89f3d0f6af6c6e716'
EnvironmentVariable 'JOURNAL_STREAM' = '8:226326'
EnvironmentVariable 'LANG' = 'en_GB.UTF-8'
EnvironmentVariable 'LANGUAGE' = 'en_GB:en'
EnvironmentVariable 'LC_ADDRESS' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_IDENTIFICATION' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_MEASUREMENT' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_MONETARY' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_NAME' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_NUMERIC' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_PAPER' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_TELEPHONE' = 'en_GB.UTF-8'
EnvironmentVariable 'LC_TIME' = 'en_GB.UTF-8'
EnvironmentVariable 'LD_LIBRARY_PATH' = ''
EnvironmentVariable 'LOGNAME' = 'olaf'
EnvironmentVariable 'MANAGERPID' = '31840'
EnvironmentVariable 'MOZ_ENABLE_WAYLAND' = '1'
EnvironmentVariable 'MSBUILD_TASK_PARENT_PROCESS_PID' = '430'
EnvironmentVariable 'MSBuildExtensionsPath' = '/var/run/host/usr/share/dotnet/sdk/7.0.302'
EnvironmentVariable 'MSBUILDLOGIMPORTS' = '1'
EnvironmentVariable 'MSBuildSDKsPath' = '/var/run/host/usr/share/dotnet/sdk/7.0.302/Sdks'
EnvironmentVariable 'MSBUILDTARGETOUTPUTLOGGING' = 'true'
EnvironmentVariable 'NO_AT_BRIDGE' = '1'
EnvironmentVariable 'ORIGINAL_XDG_CURRENT_DESKTOP' = 'GNOME'
EnvironmentVariable 'PAPERSIZE' = 'a4'
EnvironmentVariable 'PATH' = '/var/run/host/usr/share/dotnet:/app/bin:/app/bin:/usr/bin'
EnvironmentVariable 'PULSE_CLIENTCONFIG' = '/run/flatpak/pulse/config'
EnvironmentVariable 'PULSE_SERVER' = 'unix:/run/flatpak/pulse/native'
EnvironmentVariable 'PWD' = '/home/olaf'
EnvironmentVariable 'QT_ACCESSIBILITY' = '1'
EnvironmentVariable 'QT_IM_MODULE' = 'ibus'
EnvironmentVariable 'QTWEBENGINE_DICTIONARIES_PATH' = '/usr/share/hunspell-bdic/'
EnvironmentVariable 'RESHARPER_HOST_LOG_DIR' = '/home/olaf/Documents/air/robotic_arm/robotic_arm/Library/RiderFlow/2023.1.0.21/Log/Backend'
EnvironmentVariable 'RIDERFLOW_PATH' = '/home/olaf/Documents/air/robotic_arm/robotic_arm/Assets/Plugins/Editor/JetBrains.RiderFlow'
EnvironmentVariable 'RIDERFLOW_VERSION' = '2023.1.0.21'
EnvironmentVariable 'SANDBOX_LD_LIBRARY_PATH' = ''
EnvironmentVariable 'SANDBOX_LD_PRELOAD' = '/app/bin/../lib/libzypak-preload-host.so:/app/bin/../lib/libzypak-preload-host-spawn-strategy.so'
EnvironmentVariable 'SANDBOX_TMPDIR' = '/home/olaf/.var/app/com.unity.UnityHub/cache/tmp'
EnvironmentVariable 'SBX_CHROME_API_RQ' = '1'
EnvironmentVariable 'SESSION_MANAGER' = 'local/fretka:@/tmp/.ICE-unix/32026,unix/fretka:/tmp/.ICE-unix/32026'
EnvironmentVariable 'SHELL' = '/bin/sh'
EnvironmentVariable 'SHLVL' = '0'
EnvironmentVariable 'SSH_AGENT_LAUNCHER' = 'openssh'
EnvironmentVariable 'SSH_AUTH_SOCK' = '/run/user/1000/keyring/ssh'
EnvironmentVariable 'SYSTEMD_EXEC_PID' = '32044'
EnvironmentVariable 'TMPDIR' = '/home/olaf/.var/app/com.unity.UnityHub/cache/tmp'
EnvironmentVariable 'UNITY_DATADIR' = '/home/olaf/.var/app/com.unity.UnityHub/data'
EnvironmentVariable 'USER' = 'olaf'
EnvironmentVariable 'USERNAME' = 'olaf'
EnvironmentVariable 'WAYLAND_DISPLAY' = 'wayland-0'
EnvironmentVariable 'XAUTHORITY' = '/run/flatpak/Xauthority'
EnvironmentVariable 'XDG_CACHE_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/cache'
EnvironmentVariable 'XDG_CONFIG_DIRS' = '/app/etc/xdg:/etc/xdg'
EnvironmentVariable 'XDG_CONFIG_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/config'
EnvironmentVariable 'XDG_CURRENT_DESKTOP' = 'GNOME'
EnvironmentVariable 'XDG_DATA_DIRS' = '/app/share:/usr/share:/usr/share/runtime/share:/run/host/user-share:/run/host/share'
EnvironmentVariable 'XDG_DATA_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/data'
EnvironmentVariable 'XDG_MENU_PREFIX' = 'gnome-'
EnvironmentVariable 'XDG_RUNTIME_DIR' = '/run/user/1000'
EnvironmentVariable 'XDG_SESSION_CLASS' = 'user'
EnvironmentVariable 'XDG_SESSION_DESKTOP' = 'gnome'
EnvironmentVariable 'XDG_SESSION_TYPE' = 'wayland'
EnvironmentVariable 'XDG_STATE_HOME' = '/home/olaf/.var/app/com.unity.UnityHub/.local/state'
EnvironmentVariable 'XMODIFIERS' = '@im=ibus'
EnvironmentVariable 'ZYPAK_BIN' = '/app/bin'
EnvironmentVariable 'ZYPAK_LIB' = '/app/bin/../lib'
EnvironmentVariable 'ZYPAK_ZYGOTE_STRATEGY_SPAWN' = '1'

22:20:16.706 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process: Creating process: /var/run/host/usr/share/dotnet/dotnet "/run/host/usr/share/dotnet/sdk/7.0.302/MSBuild.dll" "/home/olaf/.var/app/com.unity.UnityHub/cache/tmp/JetBrainsPerUserTemp-1000-1/Qamufyj.proj"
22:20:16.736 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process 477: Creating protocol model...
22:20:16.736 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process 477: Connecting to protocol model...
22:20:17.113 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:19 | MsBuild [ProjectModel] Process 477: MSBuild version 17.6.1+8ffc3fe3d for .NET
22:20:17.317 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:19 | MsBuild [ProjectModel] Process 477: Build started 23/05/2023 22:20:17.
22:20:17.577 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:10 | MsBuild [ProjectModel] Process 477: Project "/home/olaf/.var/app/com.unity.UnityHub/cache/tmp/JetBrainsPerUserTemp-1000-1/Qamufyj.proj" on node 1 (default targets).
22:20:17.577 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:10 | MsBuild [ProjectModel] Process 477: ControllerTarget:
22:20:17.577 |V| MsBuildExternalProcess        | .NET ThreadPool Worker:10 | MsBuild [ProjectModel] Process 477:   Run controller from /home/olaf/Documents/air/robotic_arm/robotic_arm/Library/RiderFlow/2023.1.0.21/Backend~/bin/JetBrains.Platform.MsBuildTask.v17.dll
22:20:17.796 |V| Server                        | ServerSocket-MsBuild [ProjectModel] Process-Receiver:36 | ServerSocket-MsBuild [ProjectModel] Process : accepted
22:20:17.796 |V| Server                        | ServerSocket-MsBuild [ProjectModel] Process-Receiver:36 | ServerSocket-MsBuild [ProjectModel] Process : connected
22:20:17.798 |V| ServerSocket-MsBuild  Process-Sender| ServerSocket-MsBuild [ProjectModel] Process-Receiver:36 | RESUME :: state=AsyncProcessing
22:20:17.942 |V| MsBuildExternalProcess        | :1                 | MsBuild [ProjectModel] Process 477: Initialized per 1206 ms
22:20:18.032 |V| MsBuildProjectModelSession    | :1                 | Start reloading session with 30 projects
22:20:18.042 |V| MsBuildProjectModelSession    | :1                 | Run session dispatcher...
22:20:18.556 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
22:20:19.282 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 21)
22:20:20.158 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 0)
22:20:20.460 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 15)
22:20:20.561 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
22:20:20.572 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 22)
22:20:20.574 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 7)
22:20:20.577 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 28)
22:20:20.630 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 13)
22:20:20.673 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 12)
22:20:20.688 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 6)
22:20:20.717 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 29)
22:20:20.796 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 0)
22:20:21.483 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.694 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 6)
22:20:21.720 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.735 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 27)
22:20:21.735 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 20)
22:20:21.735 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 26)
22:20:21.736 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 4)
22:20:21.736 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 11)
22:20:21.736 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 10)
22:20:21.736 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 5)
22:20:21.737 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 4)
22:20:21.779 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.783 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 18)
22:20:21.783 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 25)
22:20:21.783 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 17)
22:20:21.783 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 19)
22:20:21.783 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 3)
22:20:21.783 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 16)
22:20:21.784 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 5)
22:20:21.788 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.791 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 8)
22:20:21.791 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 3)
22:20:21.794 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.798 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 14)
22:20:21.798 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 9)
22:20:21.798 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 16)
22:20:21.829 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.834 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 9)
22:20:21.874 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.877 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 21)
22:20:21.882 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.886 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 8)
22:20:21.913 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.917 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 25)
22:20:21.922 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.941 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 17)
22:20:21.951 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.954 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 7)
22:20:21.960 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.989 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 14)
22:20:21.995 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:21.998 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 18)
22:20:22.007 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.011 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 10)
22:20:22.037 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.063 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 11)
22:20:22.069 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.074 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 22)
22:20:22.079 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.085 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 27)
22:20:22.089 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.094 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 26)
22:20:22.098 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.102 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 12)
22:20:22.127 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.132 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 20)
22:20:22.139 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.143 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 13)
22:20:22.152 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.158 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 28)
22:20:22.162 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.178 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 24)
22:20:22.179 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 15)
22:20:22.184 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.188 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 29)
22:20:22.193 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.198 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 2)
22:20:22.199 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 19)
22:20:22.222 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.226 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 24)
22:20:22.234 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.238 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 23)
22:20:22.248 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 2)
22:20:22.343 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.349 |V| MsBuildProjectModelSession    | :1                 | OnStart: RdProjectId (  id = 1)
22:20:22.350 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 23)
22:20:22.354 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.361 |V| MsBuildProjectModelSession    | :1                 | OnFinish: RdProjectId (  id = 1)
22:20:22.366 |V| ProjectReferencesBuilder      | :1                 | TargetFrameworkDirectories not found.
22:20:22.368 |V| MsBuildProjectModelSession    | :1                 | Finish reloading sessions and terminate dispatcher...
22:20:22.426 |V| SolutionHost                  | :1                 | 30 projects were loaded for 00:00:05.7668429. Project Host: MsBuildProjectHost
22:20:22.426 |V| SolutionHost                  | :1                 | <Measured> "LoadProjects.MsBuildProjectHost"  value=5766ms
22:20:22.444 |V| SolutionHostSync              | :1                 | Initialize project model with 30 added, 0 updated and 0 removed projects on stage InitialSynchronizeSolution
22:20:22.467 |V| NuGetDotnetToolsTracker       | NuGetDotnetToolsTracker.ManifestUpdater:32 | Updating dotnet tool manifest cache
22:20:22.488 |V| SettingsLogging               | .NET ThreadPool Worker:19 | SettingsChangeDispatch: done dispatching 1 unique requests in 8,748 ms.
22:20:22.488 |V| SettingsLogging               | .NET ThreadPool Worker:19 | SettingsChangeDispatch: now dispatching 36 unique requests.
22:20:22.502 |I| RiderSolutionLoadProgress     | :1                 | Execute task [LoadSolutionFromCache] 'Load Solution From Cache'
22:20:22.528 |V| NuGetDotnetToolsTracker       | :1                 | Updating ToolManifestCache Value
22:20:22.537 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionContainer] 'Wait for delayed shell components'
22:20:22.541 |V| RiderSolutionLoadProgress     | :1                 | <Measured> "SolutionLoad.Creating.Solution.Container"  value=36ms
22:20:22.556 |V| SettingsLogging               | .NET ThreadPool Worker:19 | SettingsChangeDispatch: done dispatching 36 unique requests in 67 ms.
22:20:22.556 |V| SettingsLogging               | .NET ThreadPool Worker:19 | SettingsChangeDispatch: now dispatching 1 unique requests.
22:20:22.561 |V| SettingsLogging               | .NET ThreadPool Worker:19 | SettingsChangeDispatch: done dispatching 1 unique requests in 5 ms.
22:20:22.561 |V| SettingsLogging               | .NET ThreadPool Worker:19 | SettingsChangeDispatch: now dispatching 0 unique requests.
22:20:22.562 |V| SettingsLogging               | .NET ThreadPool Worker:19 | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
22:20:22.567 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
22:20:22.624 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | All threads are busy. Adding new thread to the pool
22:20:22.624 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | Short Tasks: starting executor JetPool(S) #5
22:20:22.624 |V| JetScheduler                  | JetPool(S) #5:22   | Thread 'JetPool(S) #5' started execution in unit 'Short Tasks'. #allExecutors=5, #freeExecutors=0
22:20:22.635 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | All threads are busy. Adding new thread to the pool
22:20:22.635 |V| ThreadManagementUnit(S)       | JetPool Manager:8  | Short Tasks: starting executor JetPool(S) #6
22:20:22.647 |V| JetScheduler                  | JetPool(S) #6:44   | Thread 'JetPool(S) #6' started execution in unit 'Short Tasks'. #allExecutors=6, #freeExecutors=4
